,CodaViolation,Condition,Filler,Item,OnsetViolation,ReactionTime,SelectedTest,Subject,TestPosition,TrialNumber,Version,Vowel
3715,1,BB,slils,21,1,4310,0,AVTGI51AT4R3C,1,10,2,o
3716,0,GG,glagd,10,0,1617,1,AVTGI51AT4R3C,0,11,2,o
3717,0,BG,fashk,16,1,4097,0,AVTGI51AT4R3C,1,12,2,e
3718,1,BB,skralk,9,1,3086,0,AVTGI51AT4R3C,1,13,2,u
3719,1,GB,spup,23,0,6140,0,AVTGI51AT4R3C,1,14,2,oo
3720,1,GB,shrelth,3,0,1637,0,AVTGI51AT4R3C,0,15,2,i
3721,0,BG,trilb,0,1,3428,0,AVTGI51AT4R3C,1,16,2,a
3722,1,BB,shesp,17,1,1967,0,AVTGI51AT4R3C,0,17,2,oo
3723,1,BB,flelg,5,1,4199,0,AVTGI51AT4R3C,0,18,2,oo
3724,0,BG,blelth,20,1,6701,0,AVTGI51AT4R3C,0,19,2,u
3725,1,GB,gwempt,19,0,4134,0,AVTGI51AT4R3C,0,20,2,e
3727,0,BG,threlt,8,1,3806,0,AVTGI51AT4R3C,1,22,2,e
3728,1,GB,felmth,15,0,5015,0,AVTGI51AT4R3C,0,23,2,o
3729,0,GG,skoths,14,0,3811,1,AVTGI51AT4R3C,1,24,2,i
3730,1,BB,gralfth,13,1,3503,0,AVTGI51AT4R3C,1,25,2,e
3731,0,GG,throth,18,0,2834,0,AVTGI51AT4R3C,1,26,2,a
3732,0,GG,gwald,6,0,1324,1,AVTGI51AT4R3C,1,27,2,a
3734,0,BG,sklime,12,1,4941,0,AVTGI51AT4R3C,0,29,2,a
3744,1,GB,flelg,10,0,17740,0,AX0KHOWMMM6Z2,0,2,3,o
3745,1,BB,smim,12,1,6008,0,AX0KHOWMMM6Z2,1,3,3,a
3747,0,GG,brur,5,0,3493,1,AX0KHOWMMM6Z2,1,5,3,oo
3748,0,BG,skralk,11,1,7516,1,AX0KHOWMMM6Z2,1,6,3,oo
3749,0,GG,slils,17,0,4087,0,AX0KHOWMMM6Z2,0,7,3,oo
3750,0,BG,sloond,3,1,3227,0,AX0KHOWMMM6Z2,0,8,3,i
3751,1,BB,trilb,16,1,4465,0,AX0KHOWMMM6Z2,1,9,3,e
3752,1,GB,shesp,6,0,5070,0,AX0KHOWMMM6Z2,1,10,3,a
3753,1,GB,dwoond,14,0,3914,0,AX0KHOWMMM6Z2,0,11,3,i
3754,1,BB,skoths,20,1,5073,0,AX0KHOWMMM6Z2,0,12,3,u
3755,1,GB,gwempt,2,0,4148,0,AX0KHOWMMM6Z2,0,13,3,o
3757,0,BG,glagd,19,1,3956,0,AX0KHOWMMM6Z2,0,15,3,e
3758,0,GG,spelsh,1,0,4081,0,AX0KHOWMMM6Z2,0,16,3,e
3759,0,GG,shrelth,13,0,5872,1,AX0KHOWMMM6Z2,0,17,3,e
3760,1,BB,sklime,4,1,3751,0,AX0KHOWMMM6Z2,0,18,3,u
3761,1,GB,felmth,18,0,4151,0,AX0KHOWMMM6Z2,0,19,3,a
3762,1,BB,blelth,0,1,6084,0,AX0KHOWMMM6Z2,0,20,3,a
3763,0,GG,threlt,21,0,4839,1,AX0KHOWMMM6Z2,1,21,3,o
3764,1,BB,skuck,8,1,4888,0,AX0KHOWMMM6Z2,0,22,3,e
3765,0,BG,spup,23,1,2721,0,AX0KHOWMMM6Z2,1,23,3,oo
3766,1,GB,gralfth,22,0,5714,0,AX0KHOWMMM6Z2,1,24,3,i
3767,0,BG,fashk,15,1,8241,1,AX0KHOWMMM6Z2,1,25,3,o
3769,0,BG,throth,7,1,3714,0,AX0KHOWMMM6Z2,0,27,3,i
3770,0,GG,gwald,9,0,5376,1,AX0KHOWMMM6Z2,1,28,3,u
3781,1,BB,throth,3,1,8455,0,AYC97GMI4V7Y4,0,2,0,i
3782,1,GB,skralk,9,0,6967,0,AYC97GMI4V7Y4,1,3,0,u
3783,0,GG,sklime,12,0,5330,0,AYC97GMI4V7Y4,1,4,0,a
3784,0,BG,spup,14,1,3732,0,AYC97GMI4V7Y4,1,5,0,i
3785,1,GB,sloond,5,0,3701,0,AYC97GMI4V7Y4,1,6,0,oo
3786,0,GG,gwald,20,0,5269,1,AYC97GMI4V7Y4,1,7,0,u
3787,1,BB,skoths,11,1,2244,0,AYC97GMI4V7Y4,1,8,0,oo
3788,0,BG,slils,10,1,3581,1,AYC97GMI4V7Y4,0,9,0,o
3789,0,BG,blelth,22,1,3269,1,AYC97GMI4V7Y4,1,10,0,i
3790,1,GB,spelsh,21,0,1788,0,AYC97GMI4V7Y4,1,11,0,o
3791,1,GB,shesp,13,0,2790,0,AYC97GMI4V7Y4,1,12,0,e
3792,0,BG,glagd,2,1,3452,0,AYC97GMI4V7Y4,1,13,0,o
3793,1,BB,gralfth,19,1,3626,0,AYC97GMI4V7Y4,1,14,0,e
3795,1,BB,felmth,7,1,2844,0,AYC97GMI4V7Y4,1,16,0,i
3796,0,GG,dwoond,16,0,3958,0,AYC97GMI4V7Y4,1,17,0,e
3797,0,GG,brur,0,0,4070,1,AYC97GMI4V7Y4,1,18,0,a
3798,1,GB,fashk,1,0,7489,0,AYC97GMI4V7Y4,0,19,0,e
3799,1,BB,shrelth,23,1,3877,0,AYC97GMI4V7Y4,0,20,0,oo
3800,1,BB,skuck,15,1,1563,0,AYC97GMI4V7Y4,0,21,0,o
3801,0,BG,trilb,18,1,1638,0,AYC97GMI4V7Y4,1,22,0,a
3802,0,GG,flelg,4,0,1388,1,AYC97GMI4V7Y4,1,23,0,u
3803,0,GG,threlt,8,0,2221,0,AYC97GMI4V7Y4,0,24,0,e
3807,0,BG,gwempt,6,1,1517,1,AYC97GMI4V7Y4,0,28,0,a
3808,1,GB,smim,17,0,1341,0,AYC97GMI4V7Y4,1,29,0,oo
3818,0,GG,threlt,12,0,70373,1,AZIY6IFOS4CVC,0,2,0,a
3819,0,GG,gwald,16,0,57033,1,AZIY6IFOS4CVC,1,3,0,e
3821,1,BB,throth,3,1,1907,0,AZIY6IFOS4CVC,0,5,0,i
3823,1,BB,gralfth,23,1,3505,0,AZIY6IFOS4CVC,1,7,0,oo
3824,0,BG,skoths,2,1,2555,0,AZIY6IFOS4CVC,1,8,0,o
3825,1,GB,blelth,9,0,4799,0,AZIY6IFOS4CVC,0,9,0,u
3826,0,GG,skralk,20,0,2239,1,AZIY6IFOS4CVC,0,10,0,u
3827,1,GB,brur,13,0,2817,1,AZIY6IFOS4CVC,0,11,0,e
3828,0,BG,shrelth,6,1,2449,1,AZIY6IFOS4CVC,1,12,0,a
3829,1,GB,shesp,5,0,2305,0,AZIY6IFOS4CVC,0,13,0,oo
3830,0,GG,gwempt,4,0,2846,1,AZIY6IFOS4CVC,1,14,0,u
3831,0,BG,smim,10,1,2992,0,AZIY6IFOS4CVC,0,15,0,o
3832,0,BG,slils,14,1,3766,0,AZIY6IFOS4CVC,0,16,0,i
3833,1,GB,spelsh,1,0,1699,0,AZIY6IFOS4CVC,0,17,0,e
3834,1,GB,fashk,17,0,2025,0,AZIY6IFOS4CVC,0,18,0,oo
3836,1,BB,sloond,7,1,2076,0,AZIY6IFOS4CVC,1,20,0,i
3837,0,GG,flelg,0,0,2577,1,AZIY6IFOS4CVC,1,21,0,a
3838,0,GG,trilb,8,0,2748,1,AZIY6IFOS4CVC,0,22,0,e
3839,1,BB,skuck,15,1,1422,0,AZIY6IFOS4CVC,0,23,0,o
3840,0,BG,felmth,22,1,1379,1,AZIY6IFOS4CVC,1,24,0,i
3842,0,BG,sklime,18,1,2035,0,AZIY6IFOS4CVC,0,26,0,a
3843,1,BB,glagd,11,1,2683,0,AZIY6IFOS4CVC,1,27,0,oo
3844,1,GB,dwoond,21,0,3387,0,AZIY6IFOS4CVC,0,28,0,o
3845,1,BB,spup,19,1,2185,0,AZIY6IFOS4CVC,1,29,0,e
